student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,math_score_outlier,math_score_capped
5252,16,male,private,no formal,4.5,84.4,yes,<15 min,yes,notes,73.3,61.1,63.1,65.9,d,False,73.3
9236,17,other,public,post graduate,0.6,51.2,yes,15-30 min,no,notes,35.7,42.2,34.0,33.0,f,False,35.7
1930,19,female,public,diploma,7.9,62.6,yes,15-30 min,no,online videos,99.5,64.2,80.9,93.0,b,False,99.5
14872,16,male,public,post graduate,7.6,89.1,yes,30-60 min,no,online videos,79.7,94.8,84.0,93.4,b,False,79.7
1014,15,female,private,post graduate,1.9,58.8,yes,15-30 min,yes,online videos,30.9,39.8,27.0,33.2,f,False,30.9
227,18,female,private,phd,3.7,67.4,yes,30-60 min,no,group study,72.0,56.3,52.6,63.1,d,False,72.0
7322,15,male,private,diploma,1.1,94.6,yes,15-30 min,no,mixed,47.3,50.9,45.8,41.4,e,False,47.3
1829,17,male,public,phd,7.6,91.3,yes,>60 min,no,coaching,100.0,100.0,100.0,100.0,a,False,100.0
7910,14,other,private,diploma,0.8,95.0,yes,15-30 min,yes,group study,49.6,47.5,52.8,49.9,e,False,49.6
5589,18,other,private,post graduate,7.6,86.2,yes,30-60 min,yes,mixed,91.7,100.0,100.0,95.2,a,False,91.7
13110,14,female,public,phd,4.4,81.4,yes,15-30 min,no,group study,57.9,73.3,86.9,75.7,c,False,57.9
2024,17,female,public,post graduate,6.5,93.1,no,<15 min,no,group study,74.1,84.5,95.1,87.8,b,False,74.1
4967,15,female,public,graduate,7.4,70.1,no,>60 min,yes,notes,68.0,98.3,76.8,86.0,b,False,68.0
10645,19,female,private,no formal,7.0,51.1,yes,<15 min,yes,group study,78.4,87.3,84.9,74.6,c,False,78.4
14538,19,male,public,no formal,3.5,68.1,yes,>60 min,yes,coaching,27.7,50.7,55.8,51.9,e,False,27.7
10278,15,female,private,graduate,5.5,56.2,yes,>60 min,no,mixed,71.9,59.3,75.9,73.2,c,False,71.9
5892,16,male,private,graduate,6.0,65.4,yes,30-60 min,no,online videos,81.2,72.0,70.3,78.3,c,False,81.2
12476,18,female,public,graduate,3.0,97.9,yes,<15 min,yes,coaching,69.9,75.2,68.9,68.6,d,False,69.9
1081,19,female,private,post graduate,6.0,65.4,yes,<15 min,yes,notes,79.8,84.4,59.9,74.3,c,False,79.8
5037,19,female,public,post graduate,3.2,52.6,yes,<15 min,no,coaching,68.9,50.7,51.2,54.1,e,False,68.9
10513,19,male,private,graduate,1.6,86.3,yes,<15 min,no,online videos,45.6,61.4,33.6,49.0,e,False,45.6
11383,14,male,private,phd,7.3,97.5,yes,<15 min,yes,coaching,99.0,94.1,100.0,100.0,a,False,99.0
10823,14,male,public,graduate,1.6,53.6,yes,30-60 min,yes,group study,30.4,52.0,36.6,36.1,f,False,30.4
2564,16,male,private,no formal,2.3,98.4,yes,>60 min,yes,group study,59.5,61.7,56.8,62.8,d,False,59.5
3293,15,female,private,graduate,3.9,71.6,yes,15-30 min,yes,coaching,54.5,60.8,48.6,50.0,e,False,54.5
12814,19,female,private,high school,7.4,67.6,yes,15-30 min,yes,group study,84.8,95.3,100.0,81.3,c,False,84.8
3587,16,male,private,phd,7.2,53.2,yes,15-30 min,no,group study,64.0,63.3,63.2,69.0,d,False,64.0
4432,14,female,private,graduate,5.6,58.3,yes,<15 min,yes,textbook,67.8,73.9,76.2,72.8,c,False,67.8
6842,19,female,private,graduate,5.5,72.5,yes,30-60 min,no,textbook,74.8,78.7,86.6,82.5,c,False,74.8
13367,14,other,public,post graduate,3.5,89.6,yes,>60 min,no,group study,51.7,56.8,49.1,66.1,d,False,51.7
6644,16,male,private,diploma,6.2,84.6,no,>60 min,no,group study,79.1,93.1,90.0,90.5,b,False,79.1
11140,19,female,private,phd,6.8,78.6,yes,<15 min,no,mixed,90.5,59.3,85.2,78.0,c,False,90.5
3960,15,other,private,high school,4.6,55.3,yes,30-60 min,yes,notes,71.6,67.3,66.3,63.0,d,False,71.6
11006,14,other,public,post graduate,2.4,53.9,no,>60 min,no,online videos,32.4,42.4,54.1,46.6,e,False,32.4
10776,15,male,public,no formal,0.6,62.8,yes,<15 min,yes,mixed,50.3,24.0,34.7,39.3,f,False,50.3
162,17,male,public,no formal,7.4,78.6,yes,<15 min,no,online videos,80.1,69.3,61.2,86.0,b,False,80.1
594,19,male,public,phd,1.2,70.6,yes,>60 min,yes,group study,44.2,43.0,51.7,40.1,e,False,44.2
14227,14,other,private,post graduate,5.6,54.9,yes,<15 min,yes,group study,64.8,64.9,82.5,66.6,d,False,64.8
14495,14,female,private,graduate,7.8,72.1,yes,>60 min,yes,online videos,81.1,97.0,100.0,88.4,b,False,81.1
11452,19,female,private,diploma,4.2,64.7,no,15-30 min,yes,coaching,55.0,52.6,40.1,53.5,e,False,55.0
12348,16,male,private,phd,1.6,75.5,yes,30-60 min,yes,mixed,64.4,55.1,30.1,47.2,e,False,64.4
11155,17,other,public,high school,1.9,53.3,yes,>60 min,yes,online videos,42.3,35.6,55.6,43.5,e,False,42.3
12081,16,male,private,post graduate,6.6,62.9,yes,30-60 min,no,coaching,79.7,100.0,95.8,82.2,c,False,79.7
3391,15,male,private,graduate,2.8,80.7,yes,15-30 min,yes,online videos,86.7,83.6,60.4,61.1,d,False,86.7
5998,19,female,private,graduate,1.1,70.5,yes,15-30 min,yes,mixed,34.8,26.6,38.2,35.3,f,False,34.8
6355,18,male,private,diploma,0.7,86.1,yes,15-30 min,yes,mixed,36.3,30.8,42.2,38.1,f,False,36.3
12694,19,other,private,diploma,5.8,79.9,yes,15-30 min,yes,online videos,78.5,92.9,100.0,78.4,c,False,78.5
664,15,other,private,post graduate,5.1,82.6,yes,<15 min,no,coaching,83.6,72.4,86.8,76.9,c,False,83.6
9325,16,other,private,graduate,4.6,69.6,yes,>60 min,yes,online videos,50.3,49.0,61.7,61.6,d,False,50.3
13388,18,other,private,post graduate,1.6,85.2,yes,15-30 min,yes,textbook,50.9,42.3,55.2,49.0,e,False,50.9
542,14,male,public,high school,4.0,70.7,yes,>60 min,no,online videos,85.1,84.0,71.8,69.6,d,False,85.1
5434,17,other,public,graduate,3.0,59.5,yes,>60 min,yes,group study,50.5,55.2,54.6,56.6,d,False,50.5
5094,19,female,public,no formal,6.1,77.6,yes,<15 min,yes,online videos,65.5,90.8,92.1,88.3,b,False,65.5
13429,14,female,private,phd,7.0,62.9,no,15-30 min,yes,mixed,87.4,79.8,78.4,73.7,c,False,87.4
11167,19,other,private,no formal,5.8,50.8,yes,30-60 min,no,group study,58.7,77.0,67.2,70.0,c,False,58.7
868,19,male,private,graduate,4.1,64.7,yes,<15 min,yes,group study,71.4,61.4,64.3,56.2,d,False,71.4
10259,17,male,private,graduate,6.3,61.9,yes,>60 min,yes,coaching,90.2,91.4,79.2,84.7,c,False,90.2
8624,18,female,private,graduate,5.0,59.9,yes,30-60 min,no,notes,60.2,74.1,82.2,72.6,c,False,60.2
13028,18,other,public,post graduate,5.1,61.3,yes,15-30 min,yes,coaching,68.7,59.2,53.6,70.2,c,False,68.7
5470,15,other,private,high school,3.7,54.1,yes,30-60 min,yes,mixed,51.1,24.8,60.4,51.8,e,False,51.1
12471,14,male,private,diploma,0.7,56.9,no,15-30 min,yes,coaching,31.0,21.4,38.1,32.8,f,False,31.0
6257,17,male,private,no formal,2.8,94.0,yes,>60 min,yes,mixed,86.7,69.9,72.8,68.0,d,False,86.7
9399,19,female,private,diploma,7.5,95.7,yes,15-30 min,no,online videos,93.5,100.0,95.3,97.3,a,False,93.5
10721,16,male,private,diploma,5.2,86.9,yes,30-60 min,yes,group study,56.5,90.7,56.7,66.6,d,False,56.5
1170,19,male,private,no formal,4.5,91.6,yes,30-60 min,yes,coaching,69.1,51.2,77.4,66.3,d,False,69.1
831,15,other,public,diploma,4.1,83.0,yes,30-60 min,yes,online videos,74.8,53.4,64.6,65.3,d,False,74.8
1652,14,male,private,diploma,6.7,50.6,yes,15-30 min,no,group study,69.8,83.8,77.6,83.4,c,False,69.8
1137,18,other,private,diploma,0.6,66.0,yes,15-30 min,yes,coaching,58.7,24.1,41.2,31.0,f,False,58.7
2811,17,other,public,post graduate,2.4,90.8,yes,30-60 min,no,group study,54.5,66.3,49.9,65.3,d,False,54.5
8668,16,female,public,no formal,7.5,78.1,no,>60 min,yes,notes,100.0,100.0,82.4,98.5,a,False,100.0
11003,17,male,public,graduate,5.0,76.4,no,<15 min,yes,notes,58.5,69.6,57.9,62.0,d,False,58.5
9519,19,other,public,phd,3.0,89.2,yes,15-30 min,yes,textbook,38.6,46.0,48.3,55.5,d,False,38.6
13259,16,female,private,high school,2.3,90.8,yes,>60 min,no,mixed,56.9,48.7,60.1,50.7,e,False,56.9
1020,14,female,public,phd,1.7,62.7,no,>60 min,no,notes,30.9,29.3,41.2,36.4,f,False,30.9
5238,18,female,private,high school,6.7,77.9,yes,15-30 min,yes,coaching,84.3,96.9,80.1,89.2,b,False,84.3
10029,18,female,public,high school,4.3,63.0,yes,15-30 min,no,online videos,50.2,43.1,65.0,54.6,e,False,50.2
12449,17,male,public,no formal,0.9,55.8,yes,<15 min,no,group study,48.8,24.1,15.5,34.6,f,False,48.8
10641,16,female,private,graduate,7.9,89.5,yes,>60 min,yes,textbook,98.1,97.9,92.9,91.6,b,False,98.1
12486,14,female,public,no formal,1.5,61.0,yes,<15 min,yes,coaching,17.2,29.0,13.2,27.8,f,False,17.2
1284,18,male,public,graduate,2.9,76.6,yes,>60 min,yes,mixed,63.9,58.7,67.2,60.5,d,False,63.9
660,15,male,public,no formal,0.8,58.4,no,>60 min,no,notes,14.3,15.3,25.0,23.9,f,False,14.3
14064,15,male,public,no formal,4.2,51.6,yes,>60 min,yes,textbook,45.9,41.8,44.2,44.7,e,False,45.9
13359,14,female,public,high school,3.5,88.5,yes,15-30 min,no,notes,69.5,65.3,58.2,62.0,d,False,69.5
2011,16,female,private,high school,4.7,75.5,no,30-60 min,yes,mixed,68.2,78.0,79.6,74.4,c,False,68.2
8591,16,other,private,graduate,7.6,90.7,yes,<15 min,no,notes,94.4,89.2,100.0,98.4,a,False,94.4
1734,19,male,public,phd,5.0,95.2,yes,>60 min,no,textbook,67.6,66.8,71.8,73.1,c,False,67.6
13871,14,other,public,diploma,2.9,66.7,yes,30-60 min,no,group study,46.7,48.4,61.8,47.7,e,False,46.7
2126,15,other,private,diploma,7.6,87.2,yes,30-60 min,yes,group study,94.3,100.0,89.8,100.0,a,False,94.3
2172,18,female,private,graduate,3.3,64.3,yes,30-60 min,no,notes,72.3,56.4,73.6,58.3,d,False,72.3
8267,14,other,public,phd,5.7,66.7,yes,<15 min,no,textbook,79.0,52.6,62.6,70.7,c,False,79.0
14473,19,male,public,no formal,5.3,65.4,yes,15-30 min,no,group study,43.3,47.9,52.6,59.0,d,False,43.3
12890,15,male,private,graduate,2.4,56.0,yes,15-30 min,no,textbook,46.3,37.6,32.7,45.7,e,False,46.3
3472,18,male,private,diploma,5.1,91.8,yes,30-60 min,no,group study,100.0,81.4,90.4,83.7,c,False,100.0
9029,17,female,private,high school,7.7,85.7,no,<15 min,no,notes,97.4,100.0,92.5,92.2,b,False,97.4
5625,15,female,private,no formal,1.5,93.4,yes,<15 min,no,coaching,45.2,53.6,39.3,54.0,e,False,45.2
8692,19,female,public,diploma,0.7,63.5,yes,15-30 min,yes,group study,42.6,34.2,22.2,31.4,f,False,42.6
13885,17,male,private,high school,4.5,78.3,yes,15-30 min,no,mixed,76.9,56.7,60.8,59.7,d,False,76.9
8330,17,other,private,diploma,4.9,90.9,yes,<15 min,yes,online videos,74.8,77.0,80.5,80.6,c,False,74.8
2098,19,other,private,graduate,1.6,82.0,yes,15-30 min,no,notes,49.6,40.8,36.6,40.4,e,False,49.6
14083,14,male,public,post graduate,2.9,92.9,yes,<15 min,yes,textbook,47.4,54.5,54.3,50.7,e,False,47.4
5069,14,female,private,no formal,2.7,54.7,yes,30-60 min,yes,textbook,34.8,41.8,26.4,36.1,f,False,34.8
13931,19,other,public,diploma,4.3,59.4,yes,>60 min,yes,online videos,51.3,53.3,49.5,54.5,e,False,51.3
11889,19,male,private,no formal,0.6,63.9,yes,15-30 min,yes,group study,35.8,51.4,36.5,40.1,e,False,35.8
10078,19,other,public,diploma,4.3,83.9,yes,15-30 min,no,textbook,76.8,84.6,65.5,59.5,d,False,76.8
6398,14,other,private,post graduate,0.9,77.7,yes,30-60 min,yes,group study,39.8,24.8,49.7,34.9,f,False,39.8
14317,16,male,private,post graduate,7.9,90.8,yes,15-30 min,yes,textbook,84.1,87.3,98.4,100.0,a,False,84.1
2758,17,male,public,graduate,3.7,99.2,yes,>60 min,no,group study,75.1,68.5,76.5,75.7,c,False,75.1
3921,19,female,public,high school,1.0,93.0,yes,<15 min,yes,mixed,44.3,28.3,43.1,38.2,f,False,44.3
8187,16,other,public,phd,6.8,79.1,yes,>60 min,yes,textbook,74.6,91.6,83.7,77.8,c,False,74.6
1901,17,other,public,phd,2.9,77.2,no,>60 min,no,coaching,48.1,39.1,58.6,59.3,d,False,48.1
2611,19,male,private,diploma,5.0,91.1,yes,<15 min,yes,coaching,70.6,90.3,86.8,70.7,c,False,70.6
6901,14,male,public,high school,5.7,95.3,yes,30-60 min,yes,mixed,84.3,87.7,70.6,76.2,c,False,84.3
12179,14,male,private,phd,7.7,86.9,yes,>60 min,yes,online videos,89.7,78.7,91.5,92.4,b,False,89.7
1450,14,male,private,no formal,5.6,98.6,yes,15-30 min,yes,group study,76.3,99.9,86.4,82.8,c,False,76.3
8739,18,other,private,high school,2.3,99.9,yes,>60 min,no,mixed,79.7,58.5,69.7,66.9,d,False,79.7
5018,17,male,private,post graduate,6.4,70.7,no,<15 min,yes,online videos,72.1,81.9,82.5,85.2,b,False,72.1
12869,17,female,private,high school,2.2,64.0,yes,>60 min,yes,textbook,40.5,59.2,72.5,48.0,e,False,40.5
13661,18,female,public,high school,2.1,98.1,yes,15-30 min,yes,textbook,54.9,41.6,53.6,55.1,d,False,54.9
8000,15,female,private,graduate,7.9,86.8,no,>60 min,yes,notes,96.6,98.1,87.9,89.0,b,False,96.6
6053,16,other,private,post graduate,3.9,81.9,yes,30-60 min,no,notes,75.5,34.5,81.2,65.4,d,False,75.5
10196,17,female,public,phd,2.5,88.2,yes,30-60 min,yes,online videos,49.8,57.1,39.2,53.7,e,False,49.8
2097,19,other,public,high school,2.6,77.7,no,<15 min,yes,notes,33.4,33.1,57.9,46.2,e,False,33.4
8896,16,female,public,graduate,7.3,81.2,yes,30-60 min,yes,textbook,68.9,82.2,99.2,82.1,c,False,68.9
6405,18,male,private,graduate,4.2,82.3,yes,15-30 min,yes,notes,67.3,65.7,51.2,67.2,d,False,67.3
10596,15,male,private,no formal,4.8,67.4,yes,30-60 min,yes,textbook,81.5,55.6,81.1,65.9,d,False,81.5
9818,18,female,private,high school,1.4,58.4,yes,15-30 min,no,coaching,33.7,48.4,35.0,35.1,f,False,33.7
3332,19,female,public,no formal,5.5,77.3,yes,<15 min,yes,notes,55.3,70.7,71.4,65.7,d,False,55.3
12926,18,other,public,post graduate,1.8,71.9,yes,>60 min,yes,online videos,69.3,50.4,47.9,52.7,e,False,69.3
7463,15,male,public,diploma,3.7,79.1,yes,30-60 min,yes,group study,78.5,59.9,40.5,60.4,d,False,78.5
5106,17,other,public,graduate,2.5,75.3,yes,15-30 min,yes,notes,60.9,43.8,47.5,55.6,d,False,60.9
2979,15,male,public,post graduate,0.5,62.2,yes,30-60 min,yes,mixed,33.1,52.1,27.4,35.4,f,False,33.1
12929,14,female,public,high school,1.1,86.6,yes,30-60 min,no,mixed,54.8,33.4,48.7,47.9,e,False,54.8
2840,19,other,public,diploma,6.0,74.9,no,<15 min,yes,textbook,68.7,90.2,72.4,77.8,c,False,68.7
3385,18,other,private,graduate,4.9,54.5,yes,30-60 min,yes,mixed,87.8,72.2,62.6,68.9,d,False,87.8
10852,17,male,private,no formal,7.4,99.4,yes,15-30 min,no,group study,91.3,94.8,100.0,89.5,b,False,91.3
10054,16,other,public,graduate,6.5,89.6,yes,>60 min,yes,group study,77.5,87.6,89.5,90.3,b,False,77.5
11049,14,female,private,no formal,5.0,86.5,yes,<15 min,no,group study,93.9,80.5,81.2,76.0,c,False,93.9
13494,17,female,private,post graduate,7.7,99.1,yes,30-60 min,yes,textbook,79.7,95.9,97.0,96.1,a,False,79.7
686,18,male,private,post graduate,2.4,69.7,yes,>60 min,no,online videos,34.7,44.2,43.3,46.1,e,False,34.7
14140,18,other,public,graduate,2.4,92.2,yes,30-60 min,yes,coaching,80.6,52.1,80.5,64.2,d,False,80.6
7532,18,male,private,phd,2.4,54.6,no,<15 min,no,coaching,23.0,35.3,40.4,35.7,f,False,23.0
4284,16,male,public,phd,5.6,65.8,yes,15-30 min,no,group study,66.6,78.1,78.4,77.6,c,False,66.6
7737,14,female,public,diploma,8.0,61.3,yes,30-60 min,yes,group study,86.4,68.1,73.7,80.7,c,False,86.4
7711,15,other,public,no formal,7.3,77.1,yes,15-30 min,yes,textbook,100.0,97.2,100.0,98.7,a,False,100.0
1620,19,other,public,graduate,5.9,52.8,yes,>60 min,no,textbook,76.8,57.4,70.4,71.3,c,False,76.8
13976,14,other,public,phd,6.9,65.6,yes,<15 min,yes,coaching,76.9,96.8,51.1,71.7,c,False,76.9
13273,16,female,public,graduate,4.7,81.6,yes,<15 min,no,textbook,75.6,86.8,68.9,70.5,c,False,75.6
12836,15,female,private,diploma,4.9,97.9,yes,30-60 min,yes,group study,81.9,76.8,74.6,77.1,c,False,81.9
6869,18,other,private,phd,6.3,82.9,yes,30-60 min,no,notes,71.0,78.7,88.4,86.1,b,False,71.0
1432,15,male,public,post graduate,4.8,79.4,no,30-60 min,no,coaching,80.5,69.4,76.7,66.0,d,False,80.5
9068,16,male,private,phd,6.6,54.4,yes,15-30 min,yes,notes,79.3,47.4,66.8,68.7,d,False,79.3
4714,16,female,private,post graduate,6.5,98.0,yes,<15 min,no,notes,99.6,88.9,100.0,100.0,a,False,99.6
10654,17,other,public,high school,1.7,54.5,no,>60 min,yes,online videos,36.2,39.6,35.7,38.5,f,False,36.2
9558,15,female,public,high school,3.8,84.6,yes,30-60 min,yes,mixed,61.1,42.1,53.9,61.4,d,False,61.1
9436,17,female,private,post graduate,3.7,91.6,yes,15-30 min,no,group study,61.0,61.3,57.3,62.6,d,False,61.0
4999,18,female,public,high school,2.6,78.7,yes,<15 min,yes,group study,51.3,60.9,73.8,62.3,d,False,51.3
163,16,other,private,diploma,0.6,72.8,yes,30-60 min,yes,group study,43.3,13.9,45.8,37.8,f,False,43.3
1975,17,other,public,no formal,1.7,81.2,yes,30-60 min,no,notes,55.3,45.7,42.7,44.8,e,False,55.3
3292,16,other,public,post graduate,5.7,60.6,yes,15-30 min,yes,mixed,64.9,54.1,61.4,66.1,d,False,64.9
8462,19,other,private,diploma,7.1,65.5,yes,<15 min,yes,group study,89.3,100.0,90.7,86.7,b,False,89.3
632,15,male,private,graduate,7.9,95.3,yes,30-60 min,no,online videos,94.4,95.8,89.0,99.9,a,False,94.4
906,18,other,private,phd,0.5,94.8,yes,<15 min,yes,group study,61.2,56.1,33.2,50.3,e,False,61.2
11664,15,female,public,high school,3.8,73.9,no,30-60 min,no,textbook,66.5,55.2,63.4,60.4,d,False,66.5
11446,14,female,public,post graduate,5.0,95.5,yes,<15 min,no,online videos,93.1,88.7,89.6,81.7,c,False,93.1
2015,17,female,public,no formal,1.8,77.1,yes,15-30 min,yes,coaching,55.2,43.7,45.9,49.9,e,False,55.2
9834,18,other,public,diploma,4.9,81.7,yes,>60 min,yes,notes,46.0,75.0,62.4,71.6,c,False,46.0
7897,19,female,public,graduate,7.4,88.6,yes,<15 min,no,mixed,100.0,98.5,100.0,95.5,a,False,100.0
205,16,male,public,post graduate,3.2,79.5,yes,<15 min,yes,mixed,45.8,63.5,50.2,59.9,d,False,45.8
582,19,other,private,graduate,4.3,69.7,yes,15-30 min,no,notes,80.4,78.8,67.8,68.4,d,False,80.4
5676,15,other,public,phd,3.0,75.9,yes,30-60 min,no,mixed,77.9,68.4,59.3,55.2,d,False,77.9
9033,17,male,private,phd,1.0,69.8,yes,<15 min,yes,notes,25.9,35.3,45.3,43.3,e,False,25.9
14125,14,other,private,post graduate,2.4,86.5,no,15-30 min,yes,group study,54.4,70.5,49.0,57.4,d,False,54.4
5348,16,male,public,phd,6.1,71.6,yes,>60 min,no,notes,75.0,99.8,84.3,86.3,b,False,75.0
9912,15,other,private,phd,2.8,81.0,yes,>60 min,no,coaching,53.2,58.7,52.6,51.1,e,False,53.2
13931,19,other,public,diploma,4.3,59.4,yes,>60 min,yes,online videos,51.3,53.3,49.5,54.5,e,False,51.3
2644,16,female,private,diploma,1.6,59.6,yes,<15 min,yes,mixed,34.3,16.7,37.5,30.8,f,False,34.3
8018,14,other,public,graduate,5.7,82.6,yes,<15 min,no,mixed,71.0,68.5,74.0,71.8,c,False,71.0
2298,16,female,public,high school,2.4,79.1,yes,<15 min,yes,coaching,57.3,54.4,40.8,55.5,d,False,57.3
875,18,other,public,diploma,5.8,63.0,yes,>60 min,no,coaching,66.7,61.3,68.7,65.6,d,False,66.7
5561,16,female,private,no formal,4.6,71.6,yes,30-60 min,yes,textbook,55.8,60.0,74.1,64.7,d,False,55.8
14532,14,other,private,post graduate,6.3,66.7,no,15-30 min,yes,group study,82.7,85.6,93.3,81.2,c,False,82.7
690,18,male,private,post graduate,7.5,70.8,yes,>60 min,yes,mixed,79.3,79.0,81.6,86.7,b,False,79.3
4001,15,female,public,high school,4.8,51.8,no,15-30 min,no,coaching,44.8,51.9,64.4,52.3,e,False,44.8
14299,15,other,public,post graduate,5.0,90.4,yes,>60 min,no,coaching,82.3,98.2,78.0,84.4,c,False,82.3
11334,15,male,private,diploma,5.2,88.9,yes,30-60 min,yes,group study,73.7,69.5,82.4,79.3,c,False,73.7
14975,19,male,private,no formal,4.1,50.5,yes,<15 min,yes,coaching,48.2,42.1,48.1,50.3,e,False,48.2
9615,18,male,private,phd,6.1,84.3,no,15-30 min,no,group study,87.1,100.0,100.0,87.3,b,False,87.1
14290,19,male,private,graduate,1.0,76.0,yes,30-60 min,yes,textbook,53.0,58.4,43.7,46.9,e,False,53.0
672,17,female,public,high school,2.2,74.8,yes,<15 min,no,group study,54.2,36.3,34.1,39.2,f,False,54.2
7928,15,male,public,phd,2.9,65.2,no,>60 min,yes,group study,58.7,37.8,54.5,56.2,d,False,58.7
1172,17,other,private,diploma,0.6,57.5,yes,15-30 min,yes,textbook,7.2,40.8,28.9,29.7,f,False,7.2
5592,17,female,private,graduate,2.7,51.2,yes,30-60 min,yes,coaching,43.6,33.9,40.1,34.7,f,False,43.6
11919,15,male,private,high school,7.5,64.8,yes,15-30 min,yes,mixed,93.8,82.8,100.0,85.1,b,False,93.8
9136,14,other,public,post graduate,5.8,77.2,yes,>60 min,yes,notes,87.0,78.5,79.6,82.6,c,False,87.0
6343,17,other,public,no formal,5.4,66.9,yes,30-60 min,no,online videos,62.5,66.8,84.5,72.6,c,False,62.5
1450,14,male,private,no formal,5.6,98.6,yes,15-30 min,yes,group study,76.3,99.9,86.4,82.8,c,False,76.3
11930,18,other,private,diploma,2.6,76.5,yes,<15 min,yes,textbook,53.8,53.6,66.0,59.1,d,False,53.8
2540,16,male,private,phd,7.9,58.1,yes,15-30 min,yes,mixed,100.0,57.2,94.1,94.0,b,False,100.0
3960,15,other,private,high school,4.6,55.3,yes,30-60 min,yes,notes,71.6,67.3,66.3,63.0,d,False,71.6
13184,18,female,public,no formal,3.5,76.9,yes,30-60 min,no,group study,58.3,82.2,70.7,65.7,d,False,58.3
6286,19,other,private,no formal,3.5,95.7,yes,15-30 min,yes,group study,65.2,80.4,30.6,56.6,d,False,65.2
5433,15,male,private,no formal,3.0,63.1,yes,30-60 min,yes,group study,33.6,56.8,37.9,40.0,e,False,33.6
4261,15,other,public,no formal,7.2,60.7,yes,15-30 min,no,coaching,83.9,84.8,83.6,83.7,c,False,83.9
2362,18,male,private,phd,6.2,51.4,yes,15-30 min,no,mixed,76.3,68.4,67.7,60.2,d,False,76.3
6165,15,female,private,no formal,7.7,92.4,no,>60 min,no,notes,100.0,100.0,89.8,100.0,a,False,100.0
13394,16,male,public,diploma,5.2,76.3,yes,<15 min,yes,group study,73.9,86.2,86.3,81.4,c,False,73.9
11845,14,male,private,no formal,1.7,89.2,yes,>60 min,yes,mixed,44.6,53.6,32.6,48.1,e,False,44.6
3671,14,male,private,diploma,4.9,96.3,yes,30-60 min,no,coaching,62.7,84.1,78.4,77.8,c,False,62.7
1754,16,other,private,phd,5.2,64.1,yes,15-30 min,yes,coaching,75.6,82.8,79.8,70.7,c,False,75.6
8101,16,female,private,phd,5.3,52.2,yes,<15 min,no,online videos,61.6,77.6,60.4,63.0,d,False,61.6
10545,17,male,public,graduate,5.9,91.5,yes,15-30 min,yes,mixed,67.5,62.4,83.5,78.4,c,False,67.5
1939,19,other,public,graduate,7.7,56.2,yes,15-30 min,no,textbook,85.8,96.5,70.3,79.4,c,False,85.8
8563,19,male,public,post graduate,1.6,70.9,yes,15-30 min,yes,group study,57.9,54.5,40.1,49.0,e,False,57.9
5977,19,male,private,no formal,7.4,99.4,yes,>60 min,no,mixed,100.0,96.2,88.1,100.0,a,False,100.0
13141,15,female,private,diploma,6.3,93.3,yes,>60 min,no,textbook,91.5,94.6,86.3,93.9,b,False,91.5
12672,16,other,private,high school,2.6,56.4,yes,>60 min,yes,group study,55.0,45.4,30.9,45.6,e,False,55.0
10124,14,female,public,high school,3.1,79.8,yes,15-30 min,no,online videos,54.4,48.6,52.0,55.6,d,False,54.4
6589,15,male,public,high school,4.7,53.3,no,30-60 min,yes,coaching,61.7,60.0,49.9,53.4,e,False,61.7
8617,18,other,public,post graduate,7.4,85.3,yes,<15 min,yes,notes,98.2,99.0,71.8,91.3,b,False,98.2
6305,15,male,private,no formal,1.2,77.3,no,<15 min,yes,mixed,9.5,33.8,64.2,39.4,f,False,9.5
7346,15,other,public,phd,5.6,83.3,yes,15-30 min,yes,coaching,82.6,74.1,77.3,85.0,b,False,82.6
12917,18,female,public,phd,3.2,59.9,yes,30-60 min,yes,coaching,49.7,53.8,55.8,42.5,e,False,49.7
7876,17,male,private,graduate,2.2,66.5,yes,15-30 min,yes,group study,30.0,38.7,17.6,34.2,f,False,30.0
9087,18,male,private,phd,6.9,63.9,no,<15 min,yes,notes,79.8,73.1,79.1,76.5,c,False,79.8
6634,18,other,public,diploma,1.6,90.8,yes,15-30 min,yes,coaching,43.9,62.6,65.1,54.1,e,False,43.9
14663,14,other,private,high school,4.4,92.4,yes,30-60 min,yes,online videos,87.3,73.5,54.8,67.5,d,False,87.3
598,18,female,public,high school,1.6,87.3,yes,<15 min,no,notes,44.2,61.6,46.8,43.6,e,False,44.2
3063,16,female,private,diploma,3.0,79.7,yes,>60 min,no,notes,69.4,69.8,39.7,51.5,e,False,69.4
2337,16,male,private,graduate,5.2,69.7,yes,15-30 min,no,coaching,70.7,77.1,93.1,71.3,c,False,70.7
12881,18,other,public,graduate,2.2,65.8,yes,30-60 min,yes,mixed,37.3,40.1,50.0,46.1,e,False,37.3
9880,15,female,public,no formal,6.3,59.9,no,30-60 min,yes,mixed,56.2,70.5,73.0,69.8,d,False,56.2
573,15,female,public,diploma,1.4,78.0,yes,<15 min,yes,mixed,49.9,53.2,44.0,52.0,e,False,49.9
7522,19,female,private,diploma,6.3,68.9,yes,15-30 min,yes,textbook,82.4,84.5,68.5,81.4,c,False,82.4
6172,15,other,public,phd,6.3,84.7,yes,>60 min,no,mixed,100.0,100.0,100.0,92.0,b,False,100.0
